,Date,Type,Country,Activity,Sex,Fatal (Y/N),Year
547,07-Jun-2014,Unprovoked,USA,Kneeling in the water,F,N,2014
548,01-Jun-2014,Unprovoked,USA,Swimming,F,N,2014
549,01-Jun-2014,Unprovoked,AUSTRALIA,Surfing,M,N,2014
550,01-Jun-2014,Unprovoked,USA,Tagging sharks,F,N,2014
551,24-May-2014,Unprovoked,AUSTRALIA,Fell into the water,F,N,2014
553,22-May-2014,Provoked,AUSTRALIA,Teasing a shark,M,N,2014
554,15-May-2014,Unprovoked,USA,Body boarding,F,N,2014
555,14-May-2014,Unprovoked,AUSTRALIA,Surfing,M,N,2014
556,13-May2014,Unprovoked,USA,Wading,F,N,2014
557,11-May-2014,Unprovoked,USA,Surfing,M,N,2014
558,10-May-2014,Invalid,USA,Diving,M,,2014
559,06-May-2014,Unprovoked,USA,Swimming,F,N,2014
561,01-May-2014,Unprovoked,USA,Surfing,M,N,2014
562,24-Apr-2014,Unprovoked,AUSTRALIA,Spearfishing,M,N,2014
564,15-Apr-2014,Unprovoked,USA,Wading,M,N,2014
566,12-Apr-2014,Provoked,SOUTH AFRICA,Fishing,M,N,2014
567,04-Apr-2014,Unprovoked,USA,Surfing,M,N,2014
569,03-Apr-2014,Unprovoked,AUSTRALIA,Swimming,F,Y,2014
570,29-Mar-2014,Invalid,AUSTRALIA,Diving for lobsters,M,,2014
571,22-Mar-2014,Unprovoked,SOUTH AFRICA,Swimming,M,Y,2014
572,22-Mar-2014,Unprovoked,USA,Kite Surfing,M,N,2014
573,21-Mar-2014,Unprovoked,USA,Surfing,M,N,2014
575,18-Mar-2014,Unprovoked,AUSTRALIA,Surfing,M,N,2014
576,18-Mar-2014,Invalid,AUSTRALIA,,F,,2014
577,12-Mar-2014,Unprovoked,AUSTRALIA,Swimming,M,N,2014
579,02-Mar-2014,Unprovoked,USA,Surfing,M,N,2014
582,08-Feb-2014,Unprovoked,AUSTRALIA,Spearfishing / Free diving,M,Y,2014
585,26-Jan-2014,Provoked,AUSTRALIA,Fishing,M,N,2014
588,2014,Unprovoked,USA,Free diving / Photographing pilot whales,M,N,2014
591,16-Dec-2013,Unprovoked,SOUTH AFRICA,Surfing,M,N,2013
593,11-Dec-2013,Unprovoked,USA,Boogie boarding,M,N,2013
594,10-Dec-2013,Unprovoked,USA,Surfing,M,N,2013
595,05-Dec-2013,Unprovoked,AUSTRALIA,Surfing,M,N,2013
596,02-Dec-2013,Unprovoked,USA,Kayaking / Fishing,M,Y,2013
597,30-Nov-2013,Unprovoked,AUSTRALIA,Body boarding,M,Y,2013
598,29-Nov2013,Unprovoked,USA,Snorkeling,F,N,2013
599,23-Nov-2013,Unprovoked,AUSTRALIA,Surfing,M,Y,2013
600,22-Nov-2013,Unprovoked,USA,Surfing,M,N,2013
601,12-Nov-2013,Unprovoked,AUSTRALIA,Surfing,M,N,2013
603,07-Nov-2013,Unprovoked,USA,Body boarding,M,N,2013
604,07-Nov-2013,Unprovoked,USA,Surfing,M,N,2013
605,31-Oct-2013,Unprovoked,USA,Kiteboarding,M,N,2013
606,28-Oct-2013,Unprovoked,AUSTRALIA,Snorkeling,F,N,2013
608,26-Oct-2013,Unprovoked,AUSTRALIA,Diving for crayfish,M,N,2013
609,24-Oct-2013,Unprovoked,AUSTRALIA,Surfing,M,N,2013
610,23-Oct-2013,Unprovoked,USA,Diving ,M,N,2013
611,20-Oct-2013,Unprovoked,USA,Surfing,M,N,2013
612,19-Oct-2013,Unprovoked,USA,Wading,M,N,2013
613,11-Oct-2013,Unprovoked,SOUTH AFRICA,Swimming / snorkeling,M,Y,2013
614,08-Oct-2013,Unprovoked,AUSTRALIA,Diving for Abalone,M,N,2013
615,06-Oct-2013,Unprovoked,USA,Surfing,M,N,2013
616,10-Oct-2013,Unprovoked,USA,Wading,M,N,2013
617,29-Sep-2013,Unprovoked,USA,Surfing,M,N,2013
619, 25-Sep-2013,Unprovoked,USA,Standing,M,N,2013
620, 21-Sep-2013,Unprovoked,USA,Swimming,M,N,2013
621, 21-Sep-2013,Unprovoked,USA,Surfing,M,N,2013
622, 14-Sep-2013,Unprovoked,USA,Swimming,M,N,2013
623, 12-Sep-2013,Unprovoked,USA,Surfing,F,N,2013
624,08-Sep-2013,Unprovoked,USA,,F,UNKNOWN,2013
625, 07-Sep-2013,Provoked,USA,Surfing,M,N,2013
626, 07-Sep-2013,Unprovoked,USA,Standing,M,N,2013
627, 02-Sep-2013,Unprovoked,USA,Swimming,M,N,2013
628, 01-Sep-2013,Provoked,USA,,M,N,2013
630, 01-Sep-2013,Unprovoked,USA,Casting a net,M,N,2013
632,31-Aug-2013,Unprovoked,USA,Swimming,M,N,2013
633,29-Aug-2013,Invalid,USA,Marathon swimming,F,,2013
635, 25-Aug-2013,Unprovoked,USA,Boogie boarding,F,N,2013
636, 25-Aug-2013,Unprovoked,AUSTRALIA,Wrangling a shark,M,N,2013
637, 18-Aug-2013,Unprovoked,USA,Surfing,M,N,2013
638,17-Aug-2013,Unprovoked,USA,Surfing,F,N,2013
639, 14-Aug-2013,Unprovoked,USA,Snorkeling,F,Y,2013
640, 13-Aug-2013,Unprovoked,USA,Kiteboarding,F,N,2013
641,11-Aug-2013,Unprovoked,USA,Surfing,M,N,2013
642,08-Aug-2013,Unprovoked,SOUTH AFRICA,Attempting to free the shark,M,N,2013
643, 05-Aug-2013,Unprovoked,USA,Fishing,M,N,2013
644,31-Jul-2013,Unprovoked,USA,Snorkeling,F,N,2013
645,30-Jul-2013,Unprovoked,USA,Swimming,M,N,2013
648,29-Jul-2013,Unprovoked,USA,Surfing,M,N,2013
652,19-Jul-2013,Unprovoked,USA,Walking in surf,F,N,2013
653,17-Jul-2013,Unprovoked,USA,Swimming ,M,N,2013
656,11-Jul-2013,Unprovoked,USA,Wading,F,N,2013
658,02-Jul-2013,Unprovoked,AUSTRALIA,Body surfing,M,N,2013
661,25-Jun-2013,Boating,USA,Kayaking / Fishing,M,N,2013
662,25-Jun-2013,Unprovoked,USA,Swimming,M,N,2013
664,18-Jun-2013,Unprovoked,USA,Swimming,M,N,2013
665,17-Jun-2013,Unprovoked,USA,Swimming,M,N,2013
666,16-Jun-2013,Unprovoked,SOUTH AFRICA,Surfing,M,N,2013
667,15-Jun-2013,Unprovoked,USA,Surfing,F,N,2013
668,14-Jun-2013,Unprovoked,USA,Boogie Boarding,F,N,2013
669,06-Jun-2013,Provoked,USA,Fishing for sharks,M,N,2013
670,06-Jun-2013,Unprovoked,AUSTRALIA,Surfing,M,N,2013
671,27-May-2013,Unprovoked,USA,Diving,M,N,2013
672,27-May-2013,Unprovoked,USA,Swimming,M,N,2013
676,08-May-2013,Invalid,USA,Surfing,M,,2013
678,04-May-2013,Unprovoked,USA,Surfing,M,N,2013
679,28-Apr-2013,Provoked,AUSTRALIA,Fishing,M,N,2013
681,21-Apr-2013,Unprovoked,AUSTRALIA,Fishing,M,N,2013
682,17-Apr-2013,Unprovoked,USA,Playing in the surf,M,N,2013
683,14-Apr-2013,Unprovoked,SOUTH AFRICA,Free diving,M,N,2013
684,13-Apr-2013,Unprovoked,USA,Surfing,M,N,2013
687,04-Apr-2013,Unprovoked,USA,Swimming,M,N,2013
688,02-Apr-2013,Invalid,AUSTRALIA,,M,,2013
689,02-Apr-2013,Unprovoked,USA,Surfing,M,N,2013
690,31-Mar-2013,Invalid,AUSTRALIA,Surfing,M,,2013
694,16-Mar-2013,Provoked,SOUTH AFRICA,Fishing - 'tag & release',M,N,2013
695,16-Mar-2013,Unprovoked,SOUTH AFRICA,Surfing,M,N,2013
697,10-Mar-2013,Unprovoked,AUSTRALIA,Spearfishing,M,N,2013
699,03-Mar-2013,Unprovoked,SOUTH AFRICA,Swimming,M,N,2013
702,21-Feb-2013,Unprovoked,USA,Surfing,M,N,2013
703,10-Feb-2013,Unprovoked,USA,Surfing,M,N,2013
706,26-Jan-2013,Boating,AUSTRALIA,Fishing,M,N,2013
707,25-Jan-2013,Unprovoked,AUSTRALIA,Surfing,M,N,2013
708,21-Jan-2013,Invalid,AUSTRALIA,Dragging stranded shark into deeper water,M,,2013
709,16-Jan-2013,Unprovoked,USA,Surfing,M,N,2013
711,05-Jan-2013,Unprovoked,AUSTRALIA,Spearfishing / Free diving,M,N,2013
712,31-Dec-2012,Unprovoked,USA,Swimming,M,N,2012
713,30-Dec-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
714,28-Dec-2012,Unprovoked,AUSTRALIA,Paddle boarding,M,N,2012
715,25-Dec-2012,Unprovoked,SOUTH AFRICA,Swimming,M,Y,2012
716,19-Dec-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
717,05-Dec-2012,Unprovoked,USA,Surfing,M,N,2012
718,02-Dec-2012,Unprovoked,AUSTRALIA,Spearfishing,M,N,2012
720,30-Nov-2012,Unprovoked,USA,Snorkeling,M,N,2012
721,27-Nov-2012,Invalid,AUSTRALIA,,M,,2012
723,19-Nov-2012,Unprovoked,USA,Surfing,M,N,2012
724,04-Nov-2012,Unprovoked,USA,Diving,M,N,2012
725,04-Nov-2012,Unprovoked,USA,Surfing,M,N,2012
726,30-Oct-2012,Unprovoked,USA,Surfing,M,N,2012
727,27-Oct-2012,Unprovoked,USA,Swimming,F,N,2012
728,23-Oct-2012,Unprovoked,USA,Surfing,M,Y,2012
729,19-Oct-2012,Unprovoked,USA,,F,N,2012
730,18-Oct-2012,Unprovoked,USA,Surfing,M,N,2012
731,18-Oct-2012,Unprovoked,USA,Paddle boarding,M,N,2012
732,16-Oct-2012,Invalid,USA,,M,,2012
734,10-Oct-2012,Unprovoked,USA,Windsurfing,M,N,2012
735,02-Oct-2012,Unprovoked,AUSTRALIA,Bodyboarding,M,N,2012
736,25-Sep-2012,Unprovoked,USA,Surfing,M,N,2012
737,24-Sep-2012,Unprovoked,USA,Surfing,M,N,2012
738,16-Sep-2012,Unprovoked,USA,Surfing,M,N,2012
741,08-Sep-2012,Unprovoked,USA,Surfing,M,N,2012
742,08-Sep-2012,Unprovoked,USA,Swimming,M,N,2012
743,06-Sep-2012,Unprovoked,USA,Surfing,M,N,2012
745,04-Sep-2012,Unprovoked,USA,Surfing,M,N,2012
746,02-Sep-2012,Unprovoked,USA,Boogie boarding,F,N,2012
748,02-Sep-2012,Unprovoked,USA,Swimming or boogie boarding,F,N,2012
750,28-Aug-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
752,15-Aug-2012,Unprovoked,USA,Wading or swimming,M,N,2012
754,08-Aug-2012,Unprovoked,USA,Free diving ,M,N,2012
757,31-Jul-2012,Unprovoked,USA,Surfing,M,N,2012
758,31-Jul-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
759,30-Jul-2012,Unprovoked,USA,Surfing,M,N,2012
760,30-Jul-2012,Unprovoked,USA,Body surfing,M,N,2012
761,24-Jul-2012,Invalid,USA,,M,,2012
765,14-Jul-2012,Unprovoked,AUSTRALIA,Surfing,M,Y,2012
766,08-Jul-2012,Unprovoked,USA,Swimming,F,N,2012
768,07-Jul-2012,Invalid,AUSTRALIA,Scuba diving,F,,2012
769,07-Jul-2012,Boating,USA,Kayaking,M,N,2012
770,06-Jul-2012,Unprovoked,SOUTH AFRICA,Surfing,M,N,2012
772,26-Jun-2012,Unprovoked,USA,Swimming,M,N,2012
773,26-Jun-2012,Unprovoked,USA,Surfing,M,N,2012
774,26-Jun-2012,Unprovoked,USA,Sitting in the water,F,N,2012
775,22-Jun-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
776,22-Jun-2012,Unprovoked,USA,Swimming,M,N,2012
777,20-Jun-2012,Unprovoked,AUSTRALIA,Surf skiing ,M,N,2012
778,19-Jun-2012,Invalid,USA,Standing,M,,2012
779,18-Jun-2012,Unprovoked,USA,Wading,F,N,2012
780,15-Jun-2012,Provoked,USA,Fishing,M,N,2012
781,14-Jun-2012,Unprovoked,USA,Swimming,F,N,2012
782,14-Jun-2012,Unprovoked,USA,Swimming,M,N,2012
785,12-Jun-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
787,03-Jun-2012,Unprovoked,AUSTRALIA,Surf skiing ,M,N,2012
788,02-Jun-2012,Unprovoked,USA,Surfing,F,N,2012
789,02-Jun-2012,Unprovoked,USA,Boogie Boarding,M,N,2012
790,31-May-2012,Unprovoked,USA,Wading,F,N,2012
792,23-May-2012,Unprovoked,USA,Surfing,M,N,2012
793,20-May-2012,Boating,USA,Kayak Fishing,M,N,2012
795,12-May-2012,Boating,USA,Kayaking / Fishing,M,N,2012
796,09-May-2012,Unprovoked,USA,Swimming,F,N,2012
797,06-May-2012,Unprovoked,USA,Paddle boarding,F,N,2012
798,19-Apr-2012,Unprovoked,USA,Surfing,M,N,2012
799,19-Apr-2012,Unprovoked,SOUTH AFRICA,Body boarding,M,Y,2012
800,11-Apr-2012,Boating,AUSTRALIA,Kayaking,M,N,2012
801,03-Apr-2012,Unprovoked,USA,Surfing,M,N,2012
802,Apr-2013,Unprovoked,USA,,M,N,2013
803,31-Mar-2012,Unprovoked,AUSTRALIA,Scuba diving,M,Y,2012
804,24-Mar-2012,Unprovoked,USA,Surfing,M,N,2012
806,20-Mar-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
807,15-Mar-2012,Unprovoked,USA,Surfing,M,N,2012
808,14-Mar-2012,Unprovoked,USA,Surfing,F,N,2012
809,14-Mar-2012,Unprovoked,USA,Surfing,M,N,2012
811,06-Mar-2012,Provoked,AUSTRALIA,"Diving, feeding sharks",F,N,2012
813,04-Mar-2012,Unprovoked,USA,Kite Surfing,M,N,2012
816,26-Feb-2012,Provoked,USA,Kite Surfing,M,N,2012
817,25-Feb-2012,Unprovoked,AUSTRALIA,Fishing,M,N,2012
819,06-Feb-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
821,19-Jan-2012,Unprovoked,AUSTRALIA,Snorkeling,M,N,2012
824,18-Jan-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
825,15-Jan-2012,Unprovoked,SOUTH AFRICA,Swimming,M,Y,2012
826,13-Jan-2012,Unprovoked,USA,Surfing,M,N,2012
827,03-Jan-2012,Unprovoked,AUSTRALIA,Surfing,M,N,2012
828,02-Jan-2012,Unprovoked,AUSTRALIA,Spearfishing,M,N,2012
829,31-Dec-2011,Unprovoked,USA,,M,N,2011
832,23-Dec-2011,Unprovoked,USA,Surfing,M,N,2011
833,21-Dec-2011,Provoked,USA,Canoeing,M,N,2011
834,21-Dec-2011,Boating,SOUTH AFRICA,Kayak Fishing,M,N,2011
835,11-Dec-2011,Unprovoked,AUSTRALIA,Surfing,M,N,2011
836,07-Dec-2011,Invalid,SOUTH AFRICA,Surf skiing ,M,,2011
837,07-Dec-2011,Unprovoked,AUSTRALIA,Surfing,M,N,2011
838,06-Dec-2011,Unprovoked,USA,Surfing,F,N,2011
840,02-Dec-2011,Unprovoked,AUSTRALIA,Surfing,M,N,2011
842,28-Nov-2011,Unprovoked,AUSTRALIA,Swimming,M,N,2011
843,22-Nov-2011,Boating,USA,Kayaking,M,N,2011
847,29-Oct-2011,Unprovoked,USA,Surfing,M,N,2011
850,22-Oct-2011,Unprovoked,AUSTRALIA,Diving,M,Y,2011
851,20-Oct-2011,Unprovoked,USA,Surfing,M,N,2011
852,19-Oct-2011,Unprovoked,AUSTRALIA,Diving,M,N,2011
853,11-Oct-2011,Unprovoked,USA,Surfing,M,N,2011
854,10-Oct-2011,Unprovoked,USA,Surfing,M,N,2011
855,09-Oct-2011,Unprovoked,AUSTRALIA,Swimming,M,Y,2011
857,02-Oct-2011,Unprovoked,USA,Wade fishing,M,N,2011
858,01-Oct-2011,Unprovoked,USA,,M,N,2011
859,30-Sep-2011,Invalid,USA,Surfing,M,,2011
861,28-Sep-2011,Unprovoked,SOUTH AFRICA,Swimming,M,N,2011
862,24-Sep-2011,Unprovoked,USA,Spearfishing,M,N,2011
863,24-Sep-2011,Unprovoked,USA,Jumping in the waves,M,N,2011
864,20-Sep-2011,Boating,USA,Canoeing,M,N,2011
867,16-Sep-2011,Unprovoked,USA,Surfing,M,N,2011
868,11-Sep-2011,Unprovoked,USA,Surfing,M,N,2011
871,04-Sep-2011,Unprovoked,AUSTRALIA,Body boarding,M,Y,2011
872,02-Sep-2011,Unprovoked,USA,Surfing,M,N,2011
873,31-Aug-2011,Unprovoked,USA,Surfing,M,N,2011
874,28-Aug-2011,Invalid,AUSTRALIA,Swimming,M,,2011
875,28-Aug-2011,Unprovoked,USA,Wade Fishing,F,N,2011
877,24-Aug-2011 ,Unprovoked,USA,Surfing,M,N,2011
878,24-Aug-2011 ,Unprovoked,USA,,M,N,2011
879,23-Aug-2011,Unprovoked,SOUTH AFRICA,Surfing,M,Y,2011
881,17-Aug-2011,Unprovoked,USA,Wading,F,N,2011
882,17-Aug-2011,Invalid,USA,,M,,2011
885,16-Aug--2011,Unprovoked,USA,Floating ,M,N,2011
887,15-Aug-2011,Invalid,USA,Playing in the surf,M,N,2011
888,11-Aug--2011,Unprovoked,USA,Swimming,M,N,2011
892,25-Jul-2011,Unprovoked,USA,Wade Fishing,M,N,2011
893,22-Jul-2011,Unprovoked,SOUTH AFRICA,Surfing,M,N,2011
894,19-Jul-2011,Unprovoked,USA,Boogie Boarding,F,N,2011
896,13-Jul-2011,Unprovoked,USA,Surf fishing,M,N,2011
898,07-Jul-2011,Unprovoked,USA,Swimming,M,N,2011
899,07-Jul-2011,Unprovoked,USA,Wade Fishing,M,N,2011
904,28-Jun-2011,Unprovoked,SOUTH AFRICA,Scuba diving,M,N,2011
905,26-Jun-2008,Unprovoked,USA,Playing in the surf,F,N,2008
906,24-Jun-2011,Unprovoked,USA,Surfing,M,N,2011
907,21-Jun-2011,Unprovoked,USA,Jet skiing,M,N,2011
912,12-Jun-2011,Unprovoked,USA,Scuba diving,M,N,2011
914,06-Jun-2011,Unprovoked,USA,Spearfishing,M,N,2011
915,06-Jun-2011,Unprovoked,USA,Wading,M,N,2011
917,30-May-2011,Unprovoked,USA,Standing or boogie boardin,F,N,2011
918,29-May-2011,Unprovoked,SOUTH AFRICA,Surfing,M,N,2011
919,25-May-2011,Unprovoked,USA,Surfing,F,N,2011
920,22-May-2011,Unprovoked,USA,Paddle boarding,F,N,2011
921,21-May-2011,Unprovoked,SOUTH AFRICA,Spearfishing,M,Y,2011
922,13-May-2011,Unprovoked,USA,Body surfing,M,N,2011
924,13-May-2011,Unprovoked,USA,Surfing,M,N,2011
925,10-May-2011,Provoked,USA,Fishing ,M,N,2011
927,04-May-2011,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,2011
928,26-Apr-2011,Unprovoked,USA,Spearfishing,M,N,2011
929,23-Apr-2011,Unprovoked,AUSTRALIA,Washing sand off a speared fish,M,N,2011
930,22-Apr-2011,Unprovoked,USA,Surfing ,M,N,2011
934,29-Mar-2011,Provoked,USA,"Standing, holding shark pup",M,N,2011
936,23-Mar-2011,Unprovoked,AUSTRALIA,Surfing,M,N,2011
939,16-Mar-2011,Unprovoked,AUSTRALIA,Wakeboarding,F,N,2011
941,10-Mar-2011,Unprovoked,AUSTRALIA,Surfing,M,N,2011
942,28-Feb-2011,Provoked,AUSTRALIA,Fishing,M,N,2011
945,17-Feb-2011,Unprovoked,AUSTRALIA,Diving for abalone,M,Y,2011
946,13-Feb-2011,Provoked,AUSTRALIA,Fishing,M,N,2011
947,12-Feb-2011,Unprovoked,AUSTRALIA,Snorkeling,M,N,2011
949,02-Feb-2011,Unprovoked,SOUTH AFRICA,Surf fishing,M,N,2011
953,20-Jan-2011,Invalid,AUSTRALIA,Swimming,F,,2011
954,15-Jan-2011,Unprovoked,SOUTH AFRICA,Surfing,M,Y,2011
957,26-Dec-2010,Unprovoked,USA,Body boarding,M,N,2010
959,11-Dec-2010,Unprovoked,USA,Surfing,M,N,2010
967,27-Nov-2010,Invalid,AUSTRALIA,Swimming,M,,2010
968,19-Nov-2010,Provoked,USA,Snorkeling,M,N,2010
971,12-Nov-2010,Boating,AUSTRALIA,Fishing,M,N,2010
972,30-Oct-2010,Unprovoked,AUSTRALIA,Snorkeling,F,N,2010
973,28-Oct-2010,Unprovoked,AUSTRALIA,Spearfishing,M,N,2010
974,28-Oct-2010,Unprovoked,USA,Surfing,M,N,2010
976,23-Oct-2010,Unprovoked,USA,Scuba diving,M,N,2010
977,23-Oct-2010,Unprovoked,AUSTRALIA,Kite Surfing,M,N,2010
978,22-Oct-2010,Unprovoked,USA,Body boarding,M,Y,2010
980,09-Oct-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
983,01-Oct-2010,Unprovoked,SOUTH AFRICA,Surfing,M,N,2010
984,27-Sep-2010,Unprovoked,USA,Surfing,M,N,2010
985,24-Sep-2010,Unprovoked,USA,Surfing,M,N,2010
986,21-Sep-2010,Unprovoked,SOUTH AFRICA,Swimming,M,Y,2010
987, 13-Sep-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
988,07-Sep-2010,Unprovoked,USA,Swimming,M,N,2010
990, 04-Sep-2010,Unprovoked,USA,Surfing,M,N,2010
991,03-Sep-2010,Unprovoked,USA,Surfing,M,N,2010
995,18-Aug-2010,Unprovoked,USA,Boogie Boarding,M,N,2010
996,17-Aug-2010,Unprovoked,AUSTRALIA,Surfing,M,Y,2010
997,14-Aug-2010,Boating,USA,Kayak Fishing,M,N,2010
998,10-Aug-2010,Provoked,AUSTRALIA,Fishing,F,N,2010
1000,08-Aug-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
1001,07-Aug-2010,Unprovoked,USA,Surfing,M,N,2010
1003,05-Aug-2010,Invalid,USA,Swimming,F,,2010
1004,02-Aug-2010,Boating,USA,Kayaking,M,N,2010
1005,02-Aug-2010,Unprovoked,USA,Standing,F,N,2010
1006,25-Jul-2010,Unprovoked,USA,Standing,M,N,2010
1007,23-Jul-2010,Unprovoked,USA,Surfing,M,N,2010
1008,19-Jul-2010,Unprovoked,USA,Swimming,M,N,2010
1009,17-Jul-2010,Unprovoked,USA,Swimming,F,N,2010
1010,17-Jul-2010,Unprovoked,USA,Surfing,M,N,2010
1012,16-Jul-2010,Unprovoked,USA,Fishing,M,N,2010
1013,11-Jul-2010,Provoked,USA,Fishing,M,N,2010
1014,04-Jul-2010,Unprovoked,SOUTH AFRICA,Snorkeling,F,N,2010
1015,03-Jul-2010,Provoked,USA,Fishing,M,N,2010
1016,02-Jul-2010,Unprovoked,USA,Surfing,M,N,2010
1017,02-Jul-2010,Unprovoked,USA,Stand-Up Paddleboarding,M,N,2010
1018,27-Jun-2010,Unprovoked,USA,Surfing,M,N,2010
1019,25-Jun-2010,Unprovoked,USA,Boogie Boarding,F,N,2010
1020,25-Jun-2010,Unprovoked,USA,Swimming,F,N,2010
1022,10-Jun-2010,Unprovoked,USA,Boogie Boarding,F,N,2010
1023,06-Jun-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
1024,Jun-2010,Unprovoked,USA,Surfing,M,N,2010
1025,30-May-2010,Provoked,USA,Fishing,M,N,2010
1028,18-May-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
1030,01-May-2010,Unprovoked,USA,Wading,F,N,2010
1031,28-Apr-2010,Provoked,USA,Measuring sharks,M,N,2010
1032,19-Apr-2010,Unprovoked,USA,Surfing,M,N,2010
1033,13-Apr-2010,Unprovoked,SOUTH AFRICA,Surfing,M,N,2010
1037,16-Feb-2010,Unprovoked,SOUTH AFRICA,Surfing,M,N,2010
1039,13-Feb-2010,Unprovoked,AUSTRALIA,Snorkeling,F,N,2010
1040,11-Feb-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
1042,06-Feb-2010,Unprovoked,AUSTRALIA,Body boarding,M,N,2010
1043,06-Feb-2010,Provoked,USA,Surf fishing / wading,M,N,2010
1045,03-Feb-2010,Unprovoked,USA,Kite Boarding,M,Y,2010
1048,27-Jan-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
1050,22-Jan-2010,Unprovoked,AUSTRALIA,Surfing,M,N,2010
1051,12-Jan-2010,Unprovoked,SOUTH AFRICA,Standing,M,Y,2010
1052,09-Jan-2010,Unprovoked,AUSTRALIA,Snorkeling,F,N,2010
1056,06-Jan-2010,Unprovoked,USA,Spearfishing,M,N,2010
1057,05-Jan-2010,Unprovoked,SOUTH AFRICA,Surfing,M,N,2010
1058,29-Dec-2009,Unprovoked,SOUTH AFRICA,Wading,M,N,2009
1059,26-Dec-2009,Provoked,AUSTRALIA,Swimming,M,N,2009
1061,20-Dec-2009,Boating,AUSTRALIA,Kayaking,M,N,2009
1062,20-Dec-2009,Unprovoked,AUSTRALIA,Spearfishing,M,N,2009
1063,18-Dec-2009,Unprovoked,SOUTH AFRICA,Paddling on kneeboard,M,Y,2009
1064,18-Dec-2009,Invalid,SOUTH AFRICA,Surfing,M,,2009
1066,13-Dec-2009,Unprovoked,AUSTRALIA,Surfing,M,N,2009
1068,05-Dec-2009,Provoked,USA,Diving,M,N,2009
1069,25-Nov-2009,Invalid,USA,Surfing,M,,2009
1070,24-Nov-2009,Unprovoked,USA,Wading,M,N,2009
1071,16-Nov-2009,Unprovoked,USA,Fishing,M,N,2009
1072,16-Nov-2009,Unprovoked,USA,Surfing,M,N,2009
1073,13-Nov-2009,Unprovoked,USA,Surfing,F,N,2009
1074,11-Nov-2009,Unprovoked,USA,Surfing,M,N,2009
1075,08-Nov-2009,Unprovoked,AUSTRALIA,Kayaking,M,N,2009
1076,05-Nov-2009,Unprovoked,USA,Surfing,M,N,2009
1077,30-Oct-2009,Boating,AUSTRALIA,Kayaking,M,N,2009
1079,28-Oct-2009,Unprovoked,AUSTRALIA,Paddle-boarding,F,N,2009
1080,24-Oct-2009,Unprovoked,USA,Surfing,M,N,2009
1081,19-Oct-2009,Unprovoked,USA,Surfing,M,N,2009
1084,14-Oct-2009,Unprovoked,AUSTRALIA,Diving,M,N,2009
1085,09-Oct-2009,Unprovoked,USA,Surfing,M,N,2009
1087,26-Sep-2009,Unprovoked,USA,Swimming,M,N,2009
1091,12-Sep-2009,Invalid,USA,Swimming,M,Y,2009
1095,30-Aug-2009,Unprovoked,USA,Surfing,M,N,2009
1096,29-Aug-2009,Unprovoked,SOUTH AFRICA,Surfing,M,Y,2009
1097,25-Aug-2009,Unprovoked,USA,Swimming,F,N,2009
1098,11-Aug-2009,Unprovoked,SOUTH AFRICA,Body boarding,M,N,2009
1099,10-Aug-2009,Unprovoked,USA,Swimming,M,N,2009
1100,06-Aug-2009,Unprovoked,USA,Surfing,M,N,2009
1101,01-Aug-2009,Unprovoked,USA,Wade Fishing,M,N,2009
1103,30-Jul-2009,Unprovoked,AUSTRALIA,Surfing,M,N,2009
1106,24-Jul-2009,Unprovoked,USA,Wading,F,N,2009
1108,22-Jul-2009,Unprovoked,USA,Swimming,F,N,2009
1112,11-Jul-2009,Unprovoked,USA,Paddle-surfing,M,N,2009
1113,07-Jul-2009,Unprovoked,SOUTH AFRICA,Surfing,M,N,2009
1114,05-Jul-2009,Unprovoked,USA,Boogie Boarding,F,N,2009
1115,04-Jul-2009,Provoked,USA,Swimming,F,N,2009
1116,27-Jun-2009,Unprovoked,AUSTRALIA,Surfing,M,N,2009
1117,21-Jun-2009,Invalid,USA,Surfing,M,,2009
1118,16-Jun-2009,Invalid,USA,Crawling,M,,2009
1124,25-May-2009,Provoked,USA,Swimming,M,N,2009
1125,17-May-2009,Unprovoked,USA,Surfing,M,N,2009
1126,16-May-2009,Unprovoked,USA,Surfing,M,N,2009
1130,28-Apr-2009,Unprovoked,USA,,F,N,2009
1131,25-Apr-2009,Unprovoked,USA,Surfing,M,N,2009
1132,21-Apr-2009,Unprovoked,USA,Surfing,M,N,2009
1134,19-Apr-2009,Unprovoked,USA,Surfing,M,N,2009
